credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default,loan_amt_outstanding_norm
0,0.7470584267570579,-0.7248115511721384,0.39853520900082773,0.2854111570056811,-0.5367428902858432,False,0.7470584267570572
5,-1.5482972677336686,-0.0739628927843702,-2.1617677971076703,-1.6292432951791223,-1.080777492835558,True,-1.5482972677336657
0,-0.5604814212978257,-1.0096453291005996,-0.20790874945727697,-0.35280699372258667,-0.5862005814267264,False,-0.5604814212978245
0,0.42702361095011543,-0.9381366879172451,0.21507253947496036,0.2854111570056811,-0.4213416109571158,False,0.42702361095011543
1,-1.979633560014696,-1.0487276021868042,-2.3211975898139037,0.9236293077339488,-0.10810956706485576,False,-1.9796335600146926
0,0.8563462984349756,-0.23083710059409063,0.7717108037097197,-1.6292432951791223,0.9799596380345739,False,0.856346298434975
1,-0.3697902802493643,-0.24640049862482674,-0.06717367210848009,0.9236293077339488,1.3921070642086002,False,-0.36979028024936306
4,-0.6032822236601715,0.6561861021583879,-0.980845115089001,-0.9910251444508544,-1.5258967131035064,True,-0.6032822236601698
0,-0.8592603797770646,-1.0261571228972628,-0.8241504272201524,-0.35280699372258667,0.6337558000483917,False,-0.8592603797770627
0,0.8700510357648829,-0.5160717132830507,1.111469438774008,-1.6292432951791223,-3.1415146237056897,False,0.870051035764882
5,0.04563482821579602,1.529970400317998,0.3455090569077655,1.5618474584622166,0.04026350635779374,True,0.04563482821579644
1,0.9218991881658756,0.24727305299088415,1.427264905820593,0.2854111570056811,-0.025680081830050484,False,0.9218991881658752
1,-0.5057234604798518,-0.2580136962392853,-1.0276087687300524,-0.9910251444508544,-1.8226428599488056,False,-0.5057234604798504
1,0.4502095082244885,-0.21091152189636383,0.5726630653036207,0.2854111570056811,0.007291712263871627,False,0.4502095082244884
0,-0.8795764180060951,-0.9062553438431782,-0.38359046473036246,-1.6292432951791223,-0.35539802276927157,False,-0.8795764180060931
0,-0.617777347741889,-0.3428042967772749,-0.34861444738655384,-0.9910251444508544,0.10620709454563795,False,-0.6177773477418875
0,0.999042659499923,-1.0506990647156536,0.6700871190752787,-0.9910251444508544,-0.5202569932388821,False,0.9990426594999219
1,0.17433168392502893,-0.05844331967883934,-0.7728192396067111,-0.9910251444508544,1.4745365494434055,False,0.17433168392502937
5,-0.9839794820960279,1.192347996093832,-0.8774009292512869,-0.35280699372258667,-0.1740531552527,True,-0.9839794820960258
0,0.21258639356671633,-0.2646471330982487,1.4004355213710769,0.9236293077339488,-0.9324044194129085,False,0.2125863935667167
2,-0.479980004208015,-0.049770130454228796,0.035907437192284786,2.200065609190484,0.4853827266257422,False,-0.47998000420801384
4,-1.0910926154836005,0.3709762336859819,-1.5124242076542878,-2.26746144590739,-2.597480021155975,True,-1.091092615483598
1,0.6889280956629151,0.4296531451539717,1.5558164622954218,0.2854111570056811,0.6502416970953527,False,0.6889280956629148
2,0.02778077061912622,0.1340097278733815,-0.39256346933839315,0.9236293077339488,1.4580506523964445,False,0.027780770619126767
0,-0.5804793539313807,-0.864143535394228,-0.05538144986972951,0.2854111570056811,-0.6851159637084927,False,-0.5804793539313792
1,-0.7599031906372683,-0.6204711979630255,-0.7695946102988358,1.5618474584622166,-0.5367428902858432,False,-0.7599031906372666
0,-0.7870527530698893,-0.6509568777775289,-1.147231235532877,-1.6292432951791223,-0.025680081830050484,False,-0.7870527530698876
0,-1.3696287537354506,-1.2234721936915671,-1.3649586356507197,-0.35280699372258667,0.07323530045171585,False,-1.3696287537354477
0,-0.6147713974305238,-0.6426564763270077,-0.18222848935625005,-0.35280699372258667,-0.6851159637084927,False,-0.6147713974305222
0,-0.6340009927145043,-0.7147579885406358,0.09883861513759928,-1.6292432951791223,0.4853827266257422,False,-0.6340009927145027
1,-0.5076064200526467,-0.2744686415926771,1.2819607889355562,1.5618474584622166,-0.9488903164598695,False,-0.5076064200526452
2,0.5415440173306447,0.1936988304127132,-0.2245509627984364,-0.35280699372258667,0.9799596380345739,False,0.5415440173306447
5,-0.45854438103972567,1.7008753424379357,-0.02756040202632816,-0.35280699372258667,-1.5753544042443897,True,-0.4585443810397245
3,0.9626200011385326,0.9168726419002675,0.4070732860050702,-0.35280699372258667,0.5018686236727032,False,0.9626200011385314
1,-0.7843857033583477,-0.5653279798378821,-0.8133229032384993,0.9236293077339488,2.463690372261069,False,-0.784385703358346
0,-0.8303026636454336,-0.4156398600029118,-0.46630140474717646,-0.35280699372258667,0.5842981089075086,False,-0.8303026636454317
0,-1.8021409916226743,-0.9977105173303634,-2.190496989407382,-0.35280699372258667,-0.470799302097999,False,-1.802140991622671
5,1.0778350203238203,2.5777838665289696,0.7490727505901678,-0.35280699372258667,-1.5918403012913507,True,1.0778350203238196
0,1.3809336206943454,-0.8163968576846856,0.8328850768238842,-0.35280699372258667,-1.2786082573990907,False,1.3809336206943443
5,0.09599714385691865,2.0856745984904648,0.2161781683727842,-1.6292432951791223,-0.5037710961919211,True,0.09599714385691918
1,1.0931408435386167,0.12883309937022444,0.9922381425687067,0.2854111570056811,-0.10810956706485576,False,1.0931408435386158
2,-0.6777190659689676,0.5381662825015213,1.0983198924351019,1.5618474584622166,1.7877685933356655,False,-0.6777190659689658
0,0.6222246789436917,-0.5040308240233768,1.063338810378488,-0.35280699372258667,-1.7731851688079223,False,0.6222246789436914
